episode,total_reward,steps,objects_placed,volume_pct
894,0.2956,3,2,3.82
895,0.292,3,2,2.55
896,-0.0943,2,1,1.92
897,0.2778,3,2,4.47
898,0.2892,3,2,3.17
899,-0.1139,2,1,2.52
900,-0.1105,2,1,2.55
901,-0.1113,2,1,1.25
902,0.2927,3,2,5.05
903,-0.1086,2,1,1.89
904,0.2915,3,2,5.05
905,-0.1075,2,1,2.53
906,0.271,3,2,3.15
907,-10.0,1,0,0.0
908,-0.1091,2,1,1.92
909,0.2761,3,2,3.81
910,-0.1084,2,1,2.55
911,0.2954,3,2,3.16
912,1.0753,5,4,5.72
913,0.2889,3,2,2.52
914,-0.101,2,1,2.53
915,0.2956,3,2,5.07
916,0.2998,3,2,3.78
917,-0.1107,2,1,1.92
918,-0.1132,2,1,1.25
919,-10.0,1,0,0.0
920,-0.0952,2,1,1.9
921,0.2938,3,2,3.17
922,-0.114,2,1,0.63
923,0.2949,3,2,3.15
924,0.2975,3,2,5.08
925,-0.1079,2,1,2.53
926,-0.1098,2,1,2.53
927,-0.1026,2,1,2.55
928,0.2922,3,2,3.18
929,-0.117,2,1,1.25
930,-0.1091,2,1,2.53
931,-0.112,2,1,1.25
932,-0.115,2,1,0.63
933,0.2878,3,2,3.16
934,-0.1097,2,1,1.9
935,-0.1017,2,1,2.53
936,-0.1138,2,1,2.52
937,-0.1014,2,1,2.53
938,-0.0984,2,1,2.53
939,-0.1133,2,1,1.92
940,-0.1,2,1,2.54
941,0.6766,4,3,3.81
942,-0.1124,2,1,1.9
943,0.2735,3,2,2.52
944,-0.1038,2,1,2.53
945,-10.0,1,0,0.0
946,0.2914,3,2,3.81
947,0.2672,3,2,1.88
948,-0.0987,2,1,2.53
949,-0.1153,2,1,2.53
950,0.2937,3,2,2.52
951,-0.1069,2,1,1.25
952,-0.1091,2,1,2.55
953,-0.0991,2,1,2.53
954,-0.097,2,1,2.55
955,-0.1114,2,1,1.89
956,-0.1127,2,1,1.92
957,-0.0921,2,1,1.89
958,-0.1128,2,1,1.92
959,-0.114,2,1,0.63
960,0.3,3,2,5.08
961,-0.1137,2,1,2.52
962,0.2801,3,2,3.82
963,-0.1096,2,1,2.53
964,0.2985,3,2,4.47
965,-0.117,2,1,1.25
966,0.3007,3,2,5.1
967,-0.1088,2,1,2.53
968,0.67,4,3,4.43
969,0.2813,3,2,3.16
970,-0.1151,2,1,1.25
971,-0.1086,2,1,1.92
972,0.6645,4,3,5.04
973,-0.0931,2,1,1.92
974,0.2784,3,2,3.82
975,-0.1081,2,1,1.92
976,0.6821,4,3,4.41
977,0.2932,3,2,3.18
978,-0.1083,2,1,2.53
979,-0.1084,2,1,2.53
980,-0.113,2,1,1.25
981,0.2927,3,2,4.43
982,-0.106,2,1,1.89
983,0.3014,3,2,3.15
984,0.2984,3,2,4.42
985,0.2715,3,2,3.16
986,0.6843,4,3,5.73
987,0.285,3,2,5.07
988,-0.1022,2,1,2.55
989,-0.1015,2,1,2.53
990,-0.1097,2,1,2.53
991,-10.0,1,0,0.0
992,0.7033,4,3,7.01
993,-0.1168,2,1,1.25
994,0.2715,3,2,3.8
995,0.2927,3,2,5.06
996,-0.114,2,1,0.63
997,-0.0937,2,1,1.92
998,-0.1122,2,1,2.53
999,-0.1076,2,1,2.55
1000,0.311,3,2,3.81
1001,-0.0974,2,1,2.55
1002,-0.1109,2,1,1.89
1003,-0.1117,2,1,1.89
1004,0.2949,3,2,3.81
1005,-0.1134,2,1,2.52
1006,-0.1016,2,1,2.53
1007,-0.109,2,1,2.52
1008,0.2851,3,2,2.52
1009,0.3019,3,2,3.79
1010,-0.1139,2,1,0.63
1011,-0.11,2,1,2.53
1012,-0.1136,2,1,2.52
1013,-0.1141,2,1,0.63
1014,-0.1096,2,1,1.89
1015,1.0693,5,4,5.72
1016,-0.0968,2,1,2.53
1017,-0.1108,2,1,1.92
1018,-0.1074,2,1,2.55
1019,-10.0,1,0,0.0
1020,-0.1093,2,1,2.53
1021,-0.1109,2,1,1.89
1022,-0.1125,2,1,1.25
1023,-0.1114,2,1,1.92
1024,-0.0992,2,1,2.55
1025,-0.109,2,1,2.53
1026,-0.0991,2,1,2.55
1027,-0.1103,2,1,1.9
1028,-0.104,2,1,2.53
1029,0.2875,3,2,3.81
1030,-0.1092,2,1,1.89
1031,-0.1021,2,1,1.25
1032,-0.1138,2,1,0.63
1033,-0.1065,2,1,2.53
1034,-0.093,2,1,2.53
1035,-0.1141,2,1,0.63
1036,-0.0976,2,1,2.53
1037,-0.1081,2,1,2.55
1038,0.2952,3,2,5.09
1039,-0.1206,2,1,1.25
1040,-0.1113,2,1,1.92
1041,-0.117,2,1,1.25
1042,0.681,4,3,6.32
1043,0.307,3,2,3.78
1044,-0.1096,2,1,1.92
1045,-0.11,2,1,2.53
1046,-0.1092,2,1,1.92
1047,-0.1121,2,1,1.25
1048,-0.117,2,1,1.25
1049,-0.0975,2,1,2.55
1050,-0.1,2,1,2.55
1051,-0.1068,2,1,2.53
1052,0.669,4,3,6.97
1053,-0.1138,2,1,2.52
1054,-0.0978,2,1,1.25
1055,0.2774,3,2,3.17
1056,0.2731,3,2,2.52
1057,-0.1132,2,1,1.25
1058,0.2963,3,2,5.05
1059,-0.1078,2,1,2.53
1060,0.2832,3,2,4.42
1061,-0.0987,2,1,2.53
1062,-0.117,2,1,0.63
1063,-0.1032,2,1,2.53
1064,-0.117,2,1,0.63
1065,-0.117,2,1,0.63
1066,-0.1139,2,1,2.52
1067,-10.0,1,0,0.0
1068,-0.0954,2,1,2.53
1069,-0.1097,2,1,2.53
1070,-0.1112,2,1,1.92
1071,-0.1171,2,1,0.63
1072,-10.0,1,0,0.0
1073,0.2806,3,2,3.77
1074,-0.1132,2,1,2.52
1075,-0.1019,2,1,1.92
1076,0.2993,3,2,5.08
1077,0.3124,3,2,4.46
1078,0.2831,3,2,4.43
1079,-10.0,1,0,0.0
1080,-0.1151,2,1,0.63
1081,-0.1038,2,1,2.55
1082,-0.1054,2,1,1.89
1083,-0.1084,2,1,2.53
1084,-0.1045,2,1,2.55
1085,-0.1093,2,1,1.92
1086,0.296,3,2,3.78
1087,0.2886,3,2,4.43
1088,-0.0979,2,1,1.25
1089,-0.1088,2,1,1.89
1090,-10.0,1,0,0.0
1091,0.2879,3,2,5.08
1092,-0.1013,2,1,1.89
1093,-0.1139,2,1,0.63
1094,0.3093,3,2,3.82
1095,-0.1128,2,1,1.89
1096,-0.1137,2,1,2.52
1097,-0.1134,2,1,2.52
1098,-0.1022,2,1,1.25
1099,-0.1133,2,1,2.52
1100,0.6837,4,3,5.71
1101,0.7118,4,3,5.04
1102,0.6985,4,3,5.69
1103,-0.1059,2,1,2.55
1104,0.2928,3,2,3.8
1105,-0.1164,2,1,0.63
1106,-0.0976,2,1,2.53
1107,-0.115,2,1,0.63
1108,0.2714,3,2,4.45
1109,-0.0989,2,1,2.55
1110,-0.1133,2,1,2.52
1111,-0.1058,2,1,1.25
1112,-0.1108,2,1,1.89
1113,-0.1098,2,1,2.53
1114,-0.0908,2,1,2.53
1115,-10.0,1,0,0.0
1116,-0.1101,2,1,1.9
1117,0.2933,3,2,3.81
1118,-0.1129,2,1,1.92
1119,0.2931,3,2,5.07
1120,-0.113,2,1,1.92
1121,-0.1033,2,1,1.9
1122,-0.1141,2,1,0.63
1123,-10.0,1,0,0.0
1124,-0.1121,2,1,2.55
1125,-0.114,2,1,2.52
1126,-0.111,2,1,1.92
1127,-0.092,2,1,1.89
1128,0.285,3,2,3.17
1129,-0.1135,2,1,1.25
1130,-0.1233,2,1,1.25
1131,-0.1141,2,1,0.63
1132,-0.093,2,1,2.53
1133,-0.111,2,1,1.92
1134,-0.111,2,1,1.92
1135,-0.1041,2,1,2.53
1136,-0.1147,2,1,2.52
1137,-0.1107,2,1,2.55
1138,-0.1063,2,1,2.53
1139,-10.0,1,0,0.0
1140,-0.1112,2,1,1.89
1141,-0.0977,2,1,1.25
1142,-0.0983,2,1,2.53
1143,-0.1049,2,1,2.53
1144,-0.104,2,1,2.53
1145,-0.1106,2,1,1.89
